meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rainfallmm,irrigation_amountmm,n_fertilizerkg_ha,p_fertilizerkg_ha,k_fertilizerkg_ha,soil_texture,bulk_densityg_cm3,s_phwater,s_socg_kg,s_tng_kg,s_c:n,b_phwater,b_totalcg_kg,b_totalng_kg,b_c:n,biochar_ratet_ha,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n
,70,Cao et al. (2022),,China,35.75,106.15,field,cabbage,vegetable,irrigation,146.80000000000001,,300,75,300,clay,1.07,7.83,33.43,,,9.5,69.57,3.98,17.4798994974874,20,111094.6,7319.6899102,3,114564,6855.738888,3,511.45,84.53,3,605.06,170.94,3,,,,,,,7.8,0.06,3,7.82,0.17,3,1.18,0.04,3,1.18,0.07,3
,71,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,141,421,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,,16781,1105.649747,3,17735,1061.29787,3,75.7607223476298,4.36806020767494,3,80.0677200902935,4.21588573363431,3,,,,,,,,,,,,,,,,,,
,72,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,141,421,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,60,16744,1103.211928,3,16996,1017.074632,3,75.5936794582393,4.35842918284424,3,76.7313769751693,4.04021392325056,3,,,,,,,,,,,,,,,,,,
,73,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,141,532,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,,15072,993.048864,3,15426,923.122692,3,68.0451467268623,3.92321097968397,3,69.6433408577878,3.66700046952596,3,,,,,,,,,,,,,,,,,,
,74,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,141,532,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,60,15212,1002.273044,3,15406,921.925852,3,68.6772009029346,3.95965269525959,3,69.5530474040632,3.66224615801354,3,,,,,,,,,,,,,,,,,,
,75,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,158,421,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,,16299,1073.892213,3,17150,1026.2903,3,73.5846501128668,4.24259658690745,3,77.4266365688488,4.07682212189616,3,,,,,,,,,,,,,,,,,,
,76,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,158,421,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,60,15312,1008.861744,3,16362,979.134804,3,69.1286681715576,3.98568249209932,3,73.8690744920993,3.889502248307,3,,,,,,,,,,,,,,,,,,
,77,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,158,532,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,,8905,586.723735,3,11127,665.861934,3,40.2031602708804,2.31795340857788,3,50.234762979684,2.64506120993228,3,,,,,,,,,,,,,,,,,,
,78,Chen et al. (2023),,China,37.8667,102.83329999999999,field,maize,grain,irrigation and rain,158,532,221.5,226.5,54,sandy loam,1.5,8.3699999999999992,8.7,,,9.47,,9.9,,60,8700,573.2169,3,10371,620.621382,3,39.2776523702032,2.26459232505643,3,46.8216704288939,2.46534823476298,3,,,,,,,,,,,,,,,,,,
,79,Chen et al.(2018),,China,45.6167,126.65,field,eggplant,vegetable,irrigation,,424,72,72,110,clay loam,1.07,6.93,26.9,2.5,10.76,8.87,715,6.9,103.623188405797,30,61900,3000,3,65300,2000,3,859.722222222222,49.5681444444444,3,906.944444444444,47.7542527777778,3,,,,,,,,,,,,,,,,,,
,80,Cong et al.(2022),,China,36.5667,116.83329999999999,field,wheat,grain,irrigation and rain,100.5,370,225,150,150,loam,,,2.2,1.07,2.05607476635514,9.48,698.56,12.35,56.5635627530364,20,8351.29,136.73,3,8722.29,72.19,3,37.1168444444445,0.54,3,38.7657333333333,0.28,3,7.19,0.96,3,20.59,2.54,3,,,,,,,1.51,0.05,3,1.44,0.03,3
,81,Cong et al.(2022),,China,36.5667,116.83329999999999,field,wheat,grain,irrigation and rain,100.5,300,225,150,150,loam,,,2.2,1.07,2.05607476635514,9.48,698.56,12.35,56.5635627530364,20,6684.88,20.7,3,7488.45,99.17,3,29.7105777777778,0.08,3,33.282,0.39,3,5.42,0.33604,3,19.56,1.25184,3,,,,,,,1.53,0.06,3,1.47,0.03,3
,82,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,390,198,100,,60,sand,1.52,5.5,1.33,,,,,1,,15,9310,613.40797,4,9820,587.64844,4,93.1,5.3677736,4,98.2,5.1706228,4,,,,,,,,,,,,,,,,,,
,83,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,390,120,100,,60,sand,1.52,5.5,1.33,,,,,1,,15,8970,591.00639,4,9520,569.69584,4,89.7,5.1717432,4,95.2,5.0126608,4,,,,,,,,,,,,,,,,,,
,84,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,390,0,100,,60,sand,1.52,5.5,1.33,,,,,1,,15,7440,490.19928,4,9290,555.93218,4,74.4,4.2896064,4,92.9,4.8915566,4,,,,,,,,,,,,,,,,,,
,85,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,390,198,100,,60,sand,1.52,5.5,1.33,,,,,1,,30,9310,613.40797,4,11740,702.54508,4,93.1,5.3677736,4,117.4,6.1815796,4,,,,,,,,,,,,,,,,,,
,86,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,390,120,100,,60,sand,1.52,5.5,1.33,,,,,1,,30,8970,591.00639,4,11220,671.42724,4,89.7,5.1717432,4,112.2,5.9077788,4,,,,,,,,,,,,,,,,,,
,87,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,390,0,100,,60,sand,1.52,5.5,1.33,,,,,1,,30,7440,490.19928,4,9710,581.06582,4,74.4,4.2896064,4,97.1,5.1127034,4,,,,,,,,,,,,,,,,,,
,88,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,364,244,100,,60,sand,1.52,5.5,1.33,,,,,1,,15,10910,718.82717,4,13220,791.11124,4,109.1,6.2902696,4,132.2,6.9608588,4,,,,,,,,,,,,,,,,,,
,89,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,364,147,100,,60,sand,1.52,5.5,1.33,,,,,1,,15,8470,558.06289,4,11420,683.39564,4,84.7,4.8834632,4,114.2,6.0130868,4,,,,,,,,,,,,,,,,,,
,90,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,364,0,100,,60,sand,1.52,5.5,1.33,,,,,1,,15,7020,462.52674,4,8940,534.98748,4,70.2,4.0474512,4,89.4,4.7072676,4,,,,,,,,,,,,,,,,,,
,91,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,364,244,100,,60,sand,1.52,5.5,1.33,,,,,1,,30,10910,718.82717,4,17770,1063.39234,4,109.1,6.2902696,4,177.7,9.3566158,4,,,,,,,,,,,,,,,,,,
,92,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,364,147,100,,60,sand,1.52,5.5,1.33,,,,,1,,30,8470,558.06289,4,15380,920.36996,4,84.7,4.8834632,4,153.8,8.0981852,4,,,,,,,,,,,,,,,,,,
,93,Danso et al.(2019),,Gha,6.1333,-0.9,field,maize,grain,irrigation and rain,364,0,100,,60,sand,1.52,5.5,1.33,,,,,1,,30,7020,462.52674,4,11590,693.56878,4,70.2,4.0474512,4,115.9,6.1025986,4,,,,,,,,,,,,,,,,,,
,94,Ding Yanhong (2018),,China,41.2833,7.7332999999999998,field,maize,grain,irrigation and rain,50.42,600,750,30,,silt loam,1.39,7.6,12,0.9,13.3333333333333,9.28,722.1,15.6,46.2884615384615,30,13098.5,867.54005883,3,13756.84,840.93030342,3,17.46,1.01243936,3,18.34,0.93408196,3,,,,,,,8.37422,0.1256133,3,8.35599,0.7520391,3,,,,,,
,95,Ding Yanhong (2018),,China,41.2833,7.7332999999999998,field,maize,grain,irrigation and rain,119.1,359.82,750,30,,silt loam,1.39,7.6,12,0.9,13.3333333333333,9.28,722.1,15.6,46.2884615384615,30,14158.35,932.32015723,3,14699.81,892.10897708,3,18.88,1.08796872,3,19.6,1.04676152,3,,,,,,,8.12143,0.12182145,3,8.14908,0.7334172,3,,,,,,
,96,Ding Yanhong (2018),,China,41.2833,7.7332999999999998,field,maize,grain,irrigation and rain,50.42,600,750,30,,silt loam,1.39,7.6,12,0.9,13.3333333333333,9.28,722.1,15.6,46.2884615384615,30,13167.09,932.85120645,3,14052.51,879.66603002,3,17.56,1.08854528,3,17.74,1.0320184,3,,,,,,,8.32318,0.1248477,3,8.40703,0.7566327,3,,,,,,
,97,Ding Yanhong (2018),,China,41.2833,7.7332999999999998,field,maize,grain,irrigation and rain,119.1,359.82,750,30,,silt loam,1.39,7.6,12,0.9,13.3333333333333,9.28,722.1,15.6,46.2884615384615,30,14150.29,863.0208695,3,14907.74,823.23681928,3,18.87,1.00667376,3,19.88,0.96567436,3,,,,,,,8.10899,0.12163485,3,8.13387,0.7320483,3,,,,,,
,98,Elbashier et al.(2018),,China,31.95,118.83329999999999,pot,melon,vegetable,irrigation,,,120,150,150,clay loam,,7.7,,,,6.5,24,1.4,17.1428571428571,,112.426,1.18299999999999,3,104.142,10.651,3,0.936883333333333,0.065389111,3,0.86785,0.07062086115,3,,,,,,,,,,,,,,,,,,
,99,Elbashier et al.(2018),,China,31.95,118.83329999999999,pot,melon,vegetable,irrigation,,,120,150,150,clay loam,,7.7,,,,6.5,24,1.4,17.1428571428571,,160.947,5.9172,3,136.095,11.834,3,1.341225,0.0523112888,3,1.134125,0.0233671431466667,3,,,,,,,,,,,,,,,,,,
,100,Elbashier et al.(2018),,China,31.95,118.83329999999999,pot,melon,vegetable,irrigation,,,120,150,150,clay loam,,7.7,,,,6.5,24,1.4,17.1428571428571,,53.2544,16.568,3,108.876,14.201,3,0.443786666666667,0.0500367596,3,0.9073,0.0493306550333333,3,,,,,,,,,,,,,,,,,,
,101,Elbashier et al.(2018),,China,31.95,118.83329999999999,pot,melon,vegetable,irrigation,,,120,150,150,clay loam,,7.7,,,,6.5,24,1.4,17.1428571428571,,100.592,21.301,3,118.343,18.935,3,0.838266666666667,0.0568598667333333,3,0.986191666666667,0.0441380930666667,3,,,,,,,,,,,,,,,,,,
,102,Faloye et al.(2019),,Nigeria,7.2667,5.2167000000000003,field,maize,grain,irrigation,,62.68966,100,100,100,sandy clay loam,1.35,5.12,9.4,4.6,2.04347826086957,9.42,690,10.09,68.384539147671,20,5480,361.06076,3,6350,379.9967,3,54.8,3.1595488,3,63.5,3.343529,3,,,,,,,,,,,,,,,,,,
,103,Faloye et al.(2019),,Nigeria,7.2667,5.2167000000000003,field,maize,grain,irrigation,,46.67069,100,100,100,sandy clay loam,1.35,4.99,11.8,1.8,6.55555555555556,9.42,690,10.09,68.384539147671,20,4770,314.28099,3,5240,313.57208,3,47.7,2.7501912,3,52.4,2.7590696,3,,,,,,,,,,,,,,,,,,
,104,Faloye et al.(2019),,Nigeria,7.2667,5.2167000000000003,field,maize,grain,irrigation,,58.89655,100,100,100,sandy clay loam,1.35,5.12,9.4,4.6,2.04347826086957,9.42,690,10.09,68.38,20,5440,358.42528,3,6000,359.052,3,54.4,3.1364864,3,60,3.15924,3,,,,,,,,,,,,,,,,,,
,105,Faloye et al.(2019),,Nigeria,7.2667,5.2167000000000003,field,maize,grain,irrigation,,37.29341,100,100,100,sandy clay loam,1.35,4.99,11.8,1.8,6.55555555555556,9.42,690,10.09,68.384539147671,20,4460,293.85602,3,4920,294.42264,3,44.6,2.5714576,3,49.2,2.5905768,3,,,,,,,,,,,,,,,,,,
,106,Faloye et al.(2019),,Nigeria,7.2667,5.2167000000000003,field,maize,grain,irrigation,,54.89655,100,100,100,sandy clay loam,1.35,5.12,9.4,4.6,2.04347826086957,9.42,690,10.09,68.384539147671,20,4850,319.55195,3,5320,318.35944,3,48.5,2.796316,3,53.2,2.8011928,3,,,,,,,,,,,,,,,,,,
,107,Faloye et al.(2019),,Nigeria,7.2667,5.2167000000000003,field,maize,grain,irrigation,,28.05986,100,100,100,sandy clay loam,1.35,4.99,11.8,1.8,6.55555555555556,9.42,690,10.09,68.384539147671,20,3760,247.73512,3,4340,259.71428,3,37.6,2.1678656,3,43.4,2.2851836,3,,,,,,,,,,,,,,,,,,
,108,Guo et al. (2022）,,China,36.8667,106,field,maize,grain,irrigation and rain,174,445,225,120,,sandy loam,1.4,,8.2,0.7,11.7142857142857,9.3,439.01,11.83,37.1098901098901,3,11.02,0.72607474,3,12.58,0.75281236,3,13.3,0.7668248,3,14.9,0.7845446,3,,,,,,,,,,,,,,,,,,
,109,Guo et al. (2022）,,China,36.8667,106,field,maize,grain,irrigation and rain,174,445,300,120,,sandy loam,1.4,,8.2,0.7,11.7142857142857,9.3,439.01,11.83,37.1098901098901,3,11.8,0.7774666,3,12.48,0.74682816,3,11.2,0.6457472,3,10.8,0.5686632,3,,,,,,,,,,,,,,,,,,
,110,Guo et al. (2022）,,China,36.8667,106,field,maize,grain,irrigation and rain,174,445,375,120,,sandy loam,1.4,,8.2,0.7,11.7142857142857,9.3,439.01,11.83,37.1098901098901,3,11.2,0.7379344,3,12.04,0.72049768,3,8.1,0.4670136,3,7.5,0.394905,3,,,,,,,,,,,,,,,,,,
,111,Guo et al. (2022）,,China,36.8667,106,field,maize,grain,irrigation and rain,187,500,225,120,,sandy loam,1.4,,8.2,0.7,11.7142857142857,9.3,439.01,11.83,37.1098901098901,3.951,13,0.856531,3,14.97,0.89583474,3,16.8,0.9686208,3,19.8,1.0425492,3,,,,,,,,,,,,,1.41009,0.02477,3,1.35092,0.0289000000000002,3
,112,Guo et al. (2022）,,China,36.8667,106,field,maize,grain,irrigation and rain,187,500,300,120,,sandy loam,1.4,,8.2,0.7,11.7142857142857,9.3,439.01,11.83,37.1098901098901,4.271,13.33,0.87827371,3,14.82,0.88685844,3,13.3,0.7668248,3,14.4,0.7582176,3,,,,,,,,,,,,,1.40046,0.02064,3,1.34128,0.01789,3
,113,Guo et al. (2022）,,China,36.8667,106,field,maize,grain,irrigation and rain,187,500,375,120,,sandy loam,1.4,,8.2,0.7,11.7142857142857,9.3,439.01,11.83,37.1098901098901,4.792,13.24,0.87234388,3,14.1,0.8437722,3,10,0.57656,3,9.6,0.5054784,3,,,,,,,,,,,,,1.40596,0.0220199999999999,3,1.34266,0.01789,3
,114,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,70,71.51,0.18,3,89.43,0.09,3,286.03,0.92,3,357.74,0.49,3,,,,,,,,,,,,,,,,,,
,115,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,50,60.8,0.09,3,94.38,0.13,3,319.99,0.36,3,496.77,0.53,3,,,,,,,,,,,,,,,,,,
,116,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,90,60.8,0.09,3,76.96,0.16,3,319.99,0.36,3,405.05,0.62,3,,,,,,,,,,,,,,,,,,
,117,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,70,72.72,0.33,3,91.9,0.13,3,290.89,1.75,3,367.61,0.68,3,,,,,,,,,,,,,,,,,,
,118,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,10,60.8,0.09,3,61.6,0.18,3,319.99,0.36,3,324.19,0.69,3,,,,,,,,,,,,,,,,,,
,119,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,90,71.51,0.18,3,80.03,0.15,3,286.03,0.92,3,320.12,0.79,3,,,,,,,,,,,,,,,,,,
,120,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,50,71.51,0.18,3,94.03,0.16,3,286.03,0.92,3,376.11,0.82,3,,,,,,,,,,,,,,,,,,
,121,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,50,72.72,0.33,3,96.23,0.18,3,290.89,1.75,3,384.92,0.92,3,,,,,,,,,,,,,,,,,,
,122,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,50,62.28,0.36,3,96.4,0.24,3,327.79,1.44,3,507.39,0.97,3,,,,,,,,,,,,,,,,,,
,123,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,30,62.28,0.36,3,90.78,0.26,3,327.79,1.44,3,477.78,1.01,3,,,,,,,,,,,,,,,,,,
,124,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,30,71.51,0.18,3,89.07,0.19,3,286.03,0.92,3,356.27,1.04,3,,,,,,,,,,,,,,,,,,
,125,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,70,62.28,0.36,3,94.21,0.28,3,327.79,1.44,3,495.85,1.09,3,,,,,,,,,,,,,,,,,,
,126,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,30,60.8,0.09,3,88.95,0.3,3,319.99,0.36,3,468.14,1.21,3,,,,,,,,,,,,,,,,,,
,127,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,90,72.72,0.33,3,82.56,0.23,3,290.89,1.75,3,330.23,1.23,3,,,,,,,,,,,,,,,,,,
,128,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,70,60.8,0.09,3,89.87,0.31,3,319.99,0.36,3,473.02,1.24,3,,,,,,,,,,,,,,,,,,
,129,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,190,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,10,71.51,0.18,3,77.83,0.24,3,286.03,0.92,3,311.31,1.29,3,,,,,,,,,,,,,,,,,,
,130,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,10,62.28,0.36,3,66.42,0.33,3,327.79,1.44,3,349.57,1.31,3,,,,,,,,,,,,,,,,,,
,131,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,10,72.72,0.33,3,78.04,0.26,3,290.89,1.75,3,312.17,1.37,3,,,,,,,,,,,,,,,,,,
,132,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,90,62.28,0.36,3,82.71,0.4,3,327.79,1.44,3,435.31,1.61,3,,,,,,,,,,,,,,,,,,
,133,Guo Lili (2021）,,China,34.2833,108.0333,field,tomato,vegetable,irrigation,,,250,100,20,clay loam,1.35,7.35,16.48,0.96,17.1666666666667,10.51,,0.98,,30,72.72,0.33,3,93.27,0.36,3,290.89,1.75,3,373.07,1.89,3,,,,,,,,,,,,,,,,,,
,134,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.11,12.2,0.00998,1222.44488977956,7.6,14,0.02521,555.335184450615,10,5180,20,3,5870,60,3,28.7777777777778,1.09866711111111,3,32.6111111111111,1.19641588888889,3,,,,,,,8.16,0.02,3,8.09,0.02,3,,,,,,
,135,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.17,10.9,0.00998,1092.18436873748,7.6,14,0.02521,555.335184450615,10,2990,30,3,3780,80,3,16.6111111111111,1.26522888888889,3,21,1.32805088888889,3,,,,,,,8.1,0.03,3,8.05,0.02,3,,,,,,
,136,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.17,10.9,0.00998,1092.18436873748,7.6,14,0.02521,555.335184450615,10,4740,30,3,5380,80,3,26.3333333333333,1.60796177777778,3,29.8888888888889,1.95112322222222,3,,,,,,,8.08,0.03,3,8.02,0.01,3,,,,,,
,137,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.17,10.9,0.00998,1092.18436873748,7.6,14,0.02521,555.335184450615,10,5020,40,3,6670,20,3,27.8888888888889,1.77452355555556,3,37.0555555555556,1.82241344444444,3,,,,,,,8.04,0.01,3,7.98,0.01,3,,,,,,
,138,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.11,12.2,0.00998,1222.44488977956,7.6,14,0.02521,555.335184450615,10,4360,40,3,5330,50,3,24.2222222222222,1.51827466666667,3,29.6111111111111,1.57376955555556,3,,,,,,,8.03,0,3,8,0.01,3,,,,,,
,139,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.17,10.9,0.00998,1092.18436873748,7.6,14,0.02521,555.335184450615,10,4340,40,3,4880,50,3,24.1111111111111,1.39655644444444,3,27.1111111111111,1.55914344444444,3,,,,,,,8.17,0.02,3,8.11,0.01,3,,,,,,
,140,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.11,12.2,0.00998,1222.44488977956,7.6,14,0.02521,555.335184450615,10,3430,50,3,4090,10,3,19.0555555555556,1.095464,3,22.7222222222222,1.184715,3,,,,,,,8.02,0.01,3,7.87,0.01,3,,,,,,
,141,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.17,10.9,0.00998,1092.18436873748,7.6,14,0.02521,555.335184450615,10,3950,50,3,4540,10,3,21.9444444444444,1.25561955555556,3,25.2222222222222,1.42458322222222,3,,,,,,,8.08,0.03,3,8.03,0.02,3,,,,,,
,142,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.11,12.2,0.00998,1222.44488977956,7.6,14,0.02521,555.335184450615,10,3020,60,3,3780,20,3,16.7777777777778,0.957730222222222,3,21,1.105734,3,,,,,,,8.15,0.02,3,8.09,0.01,3,,,,,,
,143,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.17,10.9,0.00998,1092.18436873748,7.6,14,0.02521,555.335184450615,10,3420,60,3,4050,30,3,19,1.65921155555556,3,22.5,1.71710544444444,3,,,,,,,8.14,0.02,3,8.07,0.02,3,,,,,,
,144,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.11,12.2,0.00998,1222.44488977956,7.6,14,0.02521,555.335184450615,10,3920,70,3,4870,30,3,21.7777777777778,0.967339555555556,3,27.0555555555556,1.105734,3,,,,,,,8.06,0.03,3,8,0.01,3,,,,,,
,145,Hafez  et al.(2020),,Egypt,31.1,30.933299999999999,field,wheat,grain,irrigation,,,180,35,57,clay,,8.11,12.2,0.00998,1222.44488977956,7.6,14,0.02521,555.335184450615,10,5540,70,3,6230,60,3,30.7777777777778,1.39015022222222,3,34.6111111111111,1.42750844444444,3,,,,,,,8.01,0,3,7.98,0.01,3,,,,,,
,146,Haque et al. (2021),,Malaysia,3,101.1833,pot,rice,grain,irrigation,,134.667,121,,29,clay,,5.14,53.6,4,13.4,8.5,521.1,11.3,46.1,,4028.1458373,265.402444782185,4,5772.2854878,345.425108160928,4,33.2904614652893,1.29025986886316,4,47.7048387421488,1.68852177819234,4,,,,,,,,,,,,,,,,,,
,147,Haque et al. (2021),,Malaysia,3,101.1833,pot,rice,grain,irrigation,,98,121,,29,clay,,5.14,53.6,4,13.4,7.12,248.6,3.8,65.4,,3565.9946,234.9526862102,4,5772.0726,345.4123685292,4,29.4710297520661,1.69918169138512,4,47.703079338843,2.51175793950744,4,,,,,,,,,,,,,,,,,,
,148,Haque et al. (2021),,Malaysia,3,101.1833,pot,rice,grain,irrigation,,130,121,,29,clay,,5.14,53.6,4,13.4,8.5,521.1,11.3,46.1,,4730.401,311.671930687,4,7095.595,424.61459599,4,39.0942231404959,2.25401652938843,4,58.6412809917355,3.08769800933884,4,,,,,,,,,,,,,,,,,,
,149,Haque et al. (2021),,Malaysia,3,101.1833,pot,rice,grain,irrigation,,102.667,121,,29,clay,,5.14,,4,13.4,7.12,248.6,3.8,65.4,,3070.9650373,202.336673412585,4,4653.9361768,278.500848692066,4,25.3798763413223,1.46330215033528,4,38.4622824528926,2.02519302027461,4,,,,,,,,,,,,,,,,,,
,150,He et al.(2018),,China,31.2,120.8,field,wheat,grain,rainfed,444.09830000000011,,125,,40,,1.25,5.6,20.26,1.81,11.1933701657459,10.7,493,11.6,42.5,15,4713,74,4,5088,156,4,49.1,0.7,4,59.2,1.1,4,20.57,0.17,4,23.8,0.68,4,5.17,0.04,4,6.07,0.06,4,1.27,0.01,4,1.13,0.02,4
,151,He et al.(2018),,China,31.2,120.8,field,wheat,grain,rainfed,444.09830000000011,,125,,40,,1.25,5.6,20.26,1.81,11.1933701657459,10.7,493,11.6,42.5,7.5,4713,74,4,4913,83,4,49.1,0.7,4,56.9,1.7,4,20.57,0.17,4,25.51,0.18,4,5.17,0.04,4,6.19,0.04,4,1.27,0.01,4,1.09,0.02,4
